condition,nbin,feature,I_raw,I_null,I_corrected,n_used
within_F,2,F3,0.34833179092217037,0.07600754867681139,0.272324242245359,1920
within_F,2,F4,0.5119080311563842,0.07625669701438864,0.4356513341419955,1920
within_F,2,F5,0.45398281558526943,0.07541750270460126,0.3785653128806682,1920
within_F,2,B1,0.3452832548652207,0.07588345485235161,0.2693998000128691,1920
within_F,2,B2,0.2849603924067097,0.07669173876588176,0.20826865364082792,1920
within_F,2,B3,0.3763558687721211,0.07816160725697564,0.2981942615151455,1920
within_F,2,B4,0.33368384486788205,0.0762025883117187,0.2574812565561634,1920
within_F,2,B5,0.30667712025465743,0.07523261085729854,0.2314445093973589,1920
within_F,2,Nasality,0.26940414061704576,0.0791960276158712,0.19020811300117457,1905
within_F,2,spectral_skewness,0.3437098537022596,0.07791831281617535,0.26579154088608425,1913
within_F,2,spectral_kurtosis,0.3505987309605638,0.07627837982344385,0.27432035113711994,1920
within_F,2,spectral_entropy,0.2988379303003281,0.07573112993058778,0.22310680036974034,1920
within_F,2,spectral_rolloff,0.16555013600420665,0.07532062526002441,0.09022951074418224,1920
within_F,2,spectral_flux,0.585051886082578,0.07595190115193465,0.5090999849306433,1920
within_F,2,alpha_ratio,0.18194882050366523,0.07611233070575996,0.10583648979790528,1920
within_F,2,LHR,0.37324729637620546,0.07535994443580245,0.297887351940403,1920
within_F,2,SPI,0.2911993619422315,0.07670857104563146,0.21449079089660006,1920
within_F,2,GNE,0.34846123798527984,0.07536091772043202,0.2731003202648478,1920
within_F,2,SSPF,0.24755391350450218,0.0849673917911678,0.16258652171333438,1810
within_F,2,CPP,0.3608308782611509,0.07623881353403608,0.28459206472711485,1920
within_F,2,dCPP,0.19544721642573037,0.07703355966381963,0.11841365676191075,1920
within_F,2,RMS,0.613510983633585,0.07575694777194288,0.5377540358616422,1920
within_F,2,AMD,0.20745941595243167,0.07709568373326299,0.1303637322191687,1920
within_F,2,speech_rate,0.2446305403736302,0.076552221623175,0.1680783187504552,1920
